Round,Rank,Value,Name,Team,Pos,Inj,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
1,1,0.876962954,LeBron James,MIA,SF/PF,,62,37.51962366,27.14516129,0.870967742,7.935483871,6.241935484,1.85483871,0.806451613,0.531223268,18.85483871,0.770916335,8.096774194,3.435483871,2.946663061,-0.028347183,0.966646287,1.481034317,2.032825436,0.261538146,2.491516375,-0.138253722,-2.120956135
1,2,0.873327026,Chris Paul,LAC,PG,,60,36.34138889,19.81666667,1.316666667,3.55,9.05,2.516666667,0.066666667,0.476992144,14.85,0.860927152,5.033333333,2.066666667,1.336499728,0.565473934,-0.660584172,2.79344126,3.6387366,-1.021120482,0.405440613,1.082504271,-0.280448518
1,3,0.866398408,Kevin Durant,OKC,SF,Off Injury Report - left knee injury management,66,38.58080808,28.03030303,2.015151515,7.984848485,3.5,1.333333333,1.166666667,0.495759445,19.65151515,0.860279441,7.590909091,3.757575758,3.141139942,1.496091061,0.984962989,0.199534144,0.767403966,0.886088496,1.24787006,1.628534959,-2.554039946
1,4,0.633519964,Kevin Love,MIN,PF/C,Questionable - low back soreness,55,39.00848485,26.03636364,1.909090909,13.36363636,2.018181818,0.854545455,0.509090909,0.447592068,19.25454545,0.823913043,8.363636364,2.327272727,2.703046136,1.354782604,2.980758146,-0.493024185,-0.394364423,-0.254033676,-0.571893526,1.007267267,-0.630858667
1,5,0.506943654,Dwyane Wade,MIA,PG/SG,,49,33.16666667,22.08163265,0.306122449,4.836734694,4.591836735,1.673469388,1.285714286,0.497013142,17.08163265,0.791245791,6.06122449,2.632653061,1.834141518,-0.780911401,-0.183142241,0.70982659,1.592736715,1.092496394,1.127071645,0.211745838,-1.041472172
1,6,0.490005508,Al Jefferson,UTA,PF/C,,61,34.01557377,19.18032787,0.016393443,9.590163934,2.196721311,0.770491803,1.655737705,0.492366412,17.18032787,0.774011299,2.901639344,1.016393443,1.196688014,-1.166928043,1.580614067,-0.409580066,-0.598318783,1.734052746,0.97905725,-0.037281405,1.131745793
1,7,0.439032668,Paul Millsap,UTA,PF,,64,32.80442708,16.578125,0.109375,8.796875,2.34375,1.84375,0.828125,0.494773519,13.453125,0.792156863,3.984375,1.75,0.624950998,-1.043045284,1.286264811,-0.340863172,2.005918923,0.299116036,0.83089264,0.142718501,0.145340557
1,8,0.367792627,Ryan Anderson,ORL,PF/C,,61,32.19098361,16.06557377,2.721311475,7.721311475,0.885245902,0.819672131,0.426229508,0.438573316,12.40983607,0.877192982,2.803278689,0.93442623,0.512336984,2.436934023,0.887177782,-1.022525182,-0.478983785,-0.397700956,-0.582596489,0.713532598,1.241958668
1,9,0.358776982,LaMarcus Aldridge,POR,PF/C,,55,36.26181818,21.65454545,0.036363636,8.036363636,2.436363636,0.927272727,0.818181818,0.512195122,17.14545455,0.813868613,4.981818182,2.036363636,1.740305037,-1.140321017,1.004077647,-0.297578276,-0.217893276,0.281876285,1.634969144,0.463260447,-0.239703152
1,10,0.304876451,Dirk Nowitzki,DAL,PF,,62,33.53413978,21.64516129,1.258064516,6.758064516,2.193548387,0.677419355,0.483870968,0.457004831,16.69354839,0.895774648,5.725806452,1.887096774,1.738243217,0.487396127,0.52976573,-0.411062998,-0.824157058,-0.297760674,-0.190794207,1.751257289,-0.038999365
1,11,0.301750243,Serge Ibaka,OKC,PF/C,,66,27.14924242,9.136363636,0.015151515,7.545454545,0.424242424,0.5,3.651515152,0.534693878,7.424242424,0.661016949,1.787878788,1.196969697,-1.010098476,-1.168582708,0.821926202,-1.237984678,-1.254661269,5.19438426,1.035311236,-0.553485868,0.888943488
1,12,0.297743004,Andrew Bynum,LAL,C,,60,35.19194444,18.71666667,0.016666667,11.81666667,1.416666667,0.45,1.933333333,0.557788945,13.26666667,0.692307692,5.633333333,2.533333333,1.094815759,-1.166564016,2.406756215,-0.774154713,-1.375985183,2.21535536,2.437240053,-1.249849279,-0.907927156
2,13,0.29731022,Pau Gasol,LAL,PF/C,,65,37.38410256,17.36923077,0.107692308,10.43076923,3.676923077,0.569230769,1.353846154,0.500545256,14.10769231,0.781609195,4.015384615,2.184615385,0.798766982,-1.045287197,1.892520024,0.282222798,-1.086674311,1.210625222,1.028535542,0.03412494,-0.43904202
2,14,0.289419328,Stephen Curry,GSW,PG,,26,28.14679487,14.73076923,2.115384615,3.384615385,5.307692308,1.5,0.307692308,0.489864865,11.38461538,0.808510638,1.807692308,2.5,0.219063476,1.629635318,-0.721950008,1.044396475,1.171817013,-0.603223876,0.596111881,0.132030928,-0.863107253
2,15,0.283092943,Kevin Garnett,BOS,PF/C,,60,31.06916667,15.78333333,0.05,8.233333333,2.916666667,0.95,1.016666667,0.503217503,12.95,0.857142857,3.15,1.783333333,0.450325176,-1.122152787,1.077163104,-0.073098736,-0.162746042,0.626014544,1.011693518,0.640117051,0.100520655
2,16,0.267282255,Josh Smith,ATL,SF/PF,,66,35.28257576,18.74242424,0.424242424,9.575757576,3.893939394,1.409090909,1.757575758,0.457272727,16.66666667,0.630434783,4.878787879,2.484848485,1.100475026,-0.623535801,1.575268599,0.383649855,0.951228078,1.910622245,-0.181835135,-1.867598004,-0.84273457
2,17,0.263418697,Marc Gasol,MEM,C,,65,36.46666667,14.64615385,0.015384615,8.907692308,3.138461538,0.953846154,1.861538462,0.482432432,11.38461538,0.747634069,4.876923077,1.861538462,0.200472402,-1.16827214,1.327383489,0.030561678,-0.153413433,2.09087552,0.432371599,-0.384577111,-0.004633732
2,18,0.251488703,Russell Westbrook,OKC,PG,,66,35.32247475,23.60606061,0.939393939,4.560606061,5.5,1.696969697,0.303030303,0.456916996,19.16666667,0.823244552,6.257575758,3.621212121,2.169077698,0.062819564,-0.285599561,1.134275447,1.649759705,-0.611306983,-0.22339192,0.738450175,-2.370685798
2,19,0.246129435,Brandon Jennings,MIL,PG,,66,35.32247475,19.12121212,1.954545455,3.424242424,5.515151515,1.590909091,0.333333333,0.418894831,17,0.807531381,3.621212121,2.212121212,1.183699533,1.415343371,-0.707246425,1.14135682,1.392405948,-0.558766791,-1.4481311,0.272529832,-0.476026275
2,20,0.237433748,James Harden,OKC,SG/SF,,62,31.38817204,16.83870968,1.838709677,4.064516129,3.693548387,1,0.241935484,0.491255962,10.14516129,0.845528455,5.951612903,2.209677419,0.682204761,1.261011093,-0.469673353,0.28999298,-0.041422128,-0.71723479,0.55931202,1.045453511,-0.472740359
2,21,0.234617542,Mike Conley,MEM,PG,Off Injury Report,62,35.06586022,12.70967742,0.967741935,2.516129032,6.516129032,2.177419355,0.177419355,0.432748538,11.03225806,0.860759494,2.548387097,2.016129032,-0.224996061,0.100588645,-1.044201209,1.609184335,2.815560365,-0.829094554,-0.641470579,0.538482695,-0.212495763
2,22,0.233262171,Marcin Gortat,PHO,C,,66,32.03131313,15.40909091,0,9.984848485,0.893939394,0.727272727,1.484848485,0.55526658,11.65151515,0.64940239,3.803030303,1.363636364,0.368099363,-1.188769631,1.72706147,-1.018462099,-0.703188932,1.437760514,2.084529014,-1.272514131,0.664843975
2,23,0.232148208,Kobe Bryant,LAL,SG,,58,38.48591954,27.86206897,1.5,5.396551724,4.551724138,1.189655172,0.310344828,0.429640719,23.03448276,0.844789357,7.775862069,3.517241379,3.104176781,0.809735696,0.024577442,0.691079139,0.418772029,-0.598624868,-1.485756688,1.356261386,-2.230887042
2,24,0.229261532,Ty Lawson,DEN,PG,,61,34.81967213,16.3442623,1.196721311,3.721311475,6.540983607,1.344262295,0.098360656,0.487581699,12.54098361,0.824074074,3.540983607,2.442622951,0.573568392,0.405666313,-0.597019179,1.620800633,0.793922854,-0.966168609,0.600515888,0.418025736,-0.78595824
3,25,0.217766189,Paul Pierce,BOS,SG/SF,,61,34.00956284,19.36065574,1.639344262,5.196721311,4.491803279,1.147540984,0.426229508,0.442696629,14.59016393,0.851744186,5.639344262,2.836065574,1.236308336,0.995389197,-0.04956948,0.663073888,0.316582865,-0.397700956,-0.569812762,1.080604654,-1.314980043
3,26,0.19450574,Kyle Lowry,HOU,PG,,47,32.12695035,14.25531915,1.680851064,4.553191489,6.595744681,1.553191489,0.276595745,0.409356725,10.91489362,0.863636364,4.212765957,2.765957447,0.114601055,1.050690239,-0.288350732,1.646394352,1.300885007,-0.657139917,-1.128640548,0.932825059,-1.22071286
3,27,0.191515935,Derrick Rose,CHI,PG,,39,35.24316239,21.84615385,1.384615385,3.358974359,7.871794872,0.897435897,0.717948718,0.434532374,17.82051282,0.811715481,6.128205128,3.051282051,1.782403834,0.656004517,-0.731464091,2.242782761,-0.290291695,0.108089495,-0.979119833,0.539597921,-1.60435949
3,28,0.189421251,Marcus T Thornton1,SAC,SG/SF,,52,34.25288462,18.30769231,2.057692308,3.615384615,1.884615385,1.346153846,0.230769231,0.437810945,15.46153846,0.865030675,3.134615385,1.615384615,1.004958899,1.552769728,-0.63632326,-0.555449216,0.798512662,-0.736595134,-0.750455712,0.701029278,0.32634401
